117.06	0.00	0.00	0.00	0.00	-5.00	0.00	-0.75	0.00	-0.40	0.25	0.15	-0.40	0.25	0.15	0	0	0	6.00
117.06	-4.92	0.00	-0.74	0.00	-0.61	0.00	-0.09	0.00	-0.05	0.03	0.02	-0.05	0.03	0.02	-35	56	9	6.00
117.07	-4.84	0.00	-0.72	0.00	-1.14	0.00	-0.17	0.00	-0.09	0.06	0.03	-0.09	0.06	0.03	-5	17	48	6.00
117.08	-4.80	-0.37	-0.66	0.00	-1.60	-0.05	-0.23	0.00	-0.13	0.08	0.05	-0.13	0.08	0.05	-6	26	29	6.00
117.08	-4.72	-0.79	-0.64	0.24	-1.99	-0.14	-0.28	0.03	-0.16	0.10	0.06	-0.16	0.10	0.06	-21	26	29	6.00
117.09	-4.66	-1.22	-0.67	0.24	-2.32	-0.27	-0.33	0.06	-0.19	0.12	0.07	-0.19	0.12	0.07	-18	31	33	6.00
117.10	-4.61	-1.59	-0.62	0.00	-2.61	-0.44	-0.37	0.05	-0.22	0.14	0.09	-0.22	0.14	0.09	-31	30	37	6.00
117.11	-4.54	-1.89	-0.61	0.00	-2.85	-0.62	-0.40	0.04	-0.24	0.15	0.09	-0.24	0.15	0.09	-25	35	40	6.00
117.11	-4.48	-2.01	-0.60	0.37	-3.05	-0.79	-0.42	0.08	-0.26	0.16	0.10	-0.26	0.16	0.10	-36	37	41	6.00
117.12	-4.41	-1.77	-0.63	0.43	-3.22	-0.92	-0.45	0.13	-0.28	0.17	0.11	-0.28	0.17	0.11	-33	38	44	6.00
117.13	-4.35	-1.28	-0.66	0.43	-3.36	-0.96	-0.48	0.16	-0.29	0.18	0.12	-0.29	0.18	0.12	-36	39	44	6.00
117.13	-4.28	-0.43	-0.63	0.24	-3.48	-0.90	-0.49	0.17	-0.30	0.18	0.12	-0.30	0.18	0.12	-36	41	48	6.00
117.14	-4.21	0.49	-0.67	0.31	-3.57	-0.72	-0.52	0.19	-0.30	0.18	0.12	-0.30	0.18	0.12	-39	40	47	6.00
117.15	-4.14	1.46	-0.62	0.31	-3.64	-0.45	-0.53	0.21	-0.30	0.19	0.12	-0.30	0.19	0.12	-29	40	49	6.00
117.15	-4.05	2.50	-0.66	0.24	-3.69	-0.08	-0.55	0.21	-0.30	0.18	0.12	-0.30	0.18	0.12	-41	40	47	6.00
117.16	-3.94	3.85	-0.68	0.00	-3.72	0.41	-0.56	0.18	-0.29	0.18	0.11	-0.29	0.18	0.11	-33	40	48	6.00
117.17	-3.83	5.25	-0.73	-0.31	-3.74	1.02	-0.58	0.12	-0.28	0.18	0.10	-0.28	0.18	0.10	-36	40	47	6.00
117.18	-3.71	6.59	-0.74	-0.73	-3.73	1.71	-0.60	0.02	-0.27	0.17	0.09	-0.27	0.17	0.09	-27	41	44	6.00
117.18	-3.57	7.75	-0.77	-0.92	-3.71	2.47	-0.62	-0.10	-0.25	0.17	0.08	-0.25	0.17	0.08	-38	39	41	6.00
117.19	-3.43	8.85	-0.81	-0.92	-3.68	3.27	-0.65	-0.20	-0.23	0.16	0.06	-0.23	0.16	0.06	-35	38	45	6.00
117.20	-3.28	9.95	-0.83	-0.55	-3.63	4.10	-0.67	-0.25	-0.21	0.15	0.05	-0.21	0.15	0.05	-32	40	40	6.00
117.20	-3.12	10.93	-0.85	0.00	-3.56	4.95	-0.69	-0.22	-0.18	0.14	0.04	-0.18	0.14	0.04	-22	42	35	6.00
