9.72	-54.19	-2.01	41.05	-2.93	0	44.21	20	
9.77	-53.83	1.77	40.42	-4.70	28	42.99	20	
9.81	-53.36	5.19	39.77	-6.65	21	41.72	20	
9.85	-52.92	4.64	39.12	-7.02	12	41.15	20	
9.89	-52.50	3.97	38.47	-7.39	18	40.61	20	
9.93	-52.09	3.72	37.84	-7.45	21	40.08	20	
9.97	-51.67	3.78	37.21	-7.45	29	39.54	20	
10.01	-51.23	4.27	36.60	-7.02	15	39.04	20	
10.05	-50.77	4.64	36.01	-6.90	19	38.49	20	
10.09	-50.28	5.00	35.44	-6.59	11	37.98	20	
10.13	-49.78	5.19	34.87	-6.53	17	37.45	20	
10.17	-49.28	5.31	34.29	-6.59	13	36.90	20	
10.21	-48.80	5.25	33.70	-6.96	12	36.29	20	
10.25	-48.31	5.25	33.08	-7.51	13	35.64	20	
10.29	-47.83	5.00	32.45	-7.75	7	35.07	20	
10.33	-47.36	4.76	31.83	-7.63	15	34.57	20	
10.37	-46.90	4.21	31.27	-7.20	10	34.19	20	
10.41	-46.44	4.21	30.73	-6.90	20	33.75	20	
10.45	-45.96	4.21	30.22	-6.71	14	33.30	20	
10.49	-45.47	4.58	29.71	-6.47	15	32.82	20	
10.53	-44.96	4.88	29.22	-6.35	21	32.32	20	
10.57	-44.46	4.88	28.72	-6.29	17	31.85	20	
10.61	-43.93	5.07	28.23	-6.53	21	31.30	20	
10.65	-43.43	4.88	27.71	-6.77	8	30.77	20	
10.69	-42.92	4.76	27.21	-7.02	11	30.25	20	
10.73	-42.42	4.58	26.70	-6.96	13	29.79	20	
10.77	-41.93	4.27	26.19	-6.77	21	29.37	20	
10.81	-41.44	4.33	25.72	-6.10	13	29.02	20	
10.85	-40.95	4.27	25.28	-5.62	9	28.66	20	
10.89	-40.44	4.15	24.86	-5.43	11	28.27	20	
10.93	-39.96	3.85	24.44	-5.68	16	27.83	20	
10.97	-39.49	3.23	24.00	-6.29	11	27.35	20	
11.01	-39.02	3.05	23.55	-7.02	14	26.79	20	
11.05	-38.56	3.11	23.07	-7.57	17	26.22	20	
11.09	-38.07	3.72	22.57	-7.87	13	25.62	20	
11.13	-37.53	4.82	22.07	-7.45	21	25.09	20	
11.17	-36.96	5.68	21.60	-6.90	6	24.61	20	
11.21	-36.36	6.23	21.16	-6.23	20	24.19	20	
11.25	-35.77	5.92	20.75	-5.92	23	23.81	20	
11.29	-35.20	5.00	20.34	-6.16	24	23.41	20	
11.33	-34.68	3.85	19.92	-6.90	13	22.95	20	
11.37	-34.21	2.75	19.45	-7.93	24	22.42	20	
11.41	-33.75	2.62	18.95	-8.54	5	21.85	20	
