79.89	0.00	0.00	0.00	0.00	-4.92	0.00	-0.17	0.00	-0.40	0.21	0.19	-0.40	0.21	0.19	0	0	0	6.00
79.90	-4.85	0.00	-0.18	0.00	-1.24	0.00	-0.70	0.00	-0.10	0.10	0.00	-0.10	0.10	0.00	-36	45	7	6.00
79.90	-4.77	0.00	-0.20	0.00	-3.00	0.00	-0.45	0.00	-0.24	0.15	0.09	-0.24	0.15	0.09	-4	27	55	6.00
79.91	-4.69	0.00	-0.21	0.00	-3.85	0.00	-0.33	0.00	-0.31	0.18	0.13	-0.31	0.18	0.13	-20	40	-8	6.00
79.92	-4.63	-0.61	-0.25	0.00	-4.24	-0.31	-0.29	0.00	-0.35	0.19	0.15	-0.35	0.19	0.15	-30	37	43	6.00
79.92	-4.56	-1.28	-0.27	0.00	-4.40	-0.79	-0.28	0.00	-0.37	0.21	0.17	-0.37	0.21	0.17	-49	41	49	6.00
79.93	-4.50	-2.20	-0.30	-0.37	-4.45	-1.50	-0.29	-0.18	-0.39	0.22	0.17	-0.39	0.22	0.17	-52	44	56	6.00
79.94	-4.45	-2.75	-0.35	-0.43	-4.45	-2.12	-0.32	-0.31	-0.41	0.23	0.17	-0.41	0.23	0.17	-41	45	59	6.00
79.94	-4.39	-2.44	-0.33	0.00	-4.42	-2.28	-0.33	-0.15	-0.41	0.23	0.18	-0.41	0.23	0.18	-45	45	58	6.00
79.95	-4.33	-1.28	-0.38	0.61	-4.38	-1.78	-0.35	0.23	-0.39	0.22	0.18	-0.39	0.22	0.18	-55	47	59	6.00
79.96	-4.25	0.37	-0.36	1.77	-4.31	-0.71	-0.36	1.00	-0.36	0.19	0.18	-0.36	0.19	0.18	-54	47	60	6.00
79.97	-4.16	2.14	-0.35	2.81	-4.24	0.71	-0.35	1.90	-0.33	0.15	0.17	-0.33	0.15	0.17	-50	41	61	6.00
79.97	-4.06	3.72	-0.35	3.60	-4.15	2.22	-0.35	2.75	-0.29	0.12	0.17	-0.29	0.12	0.17	-42	37	58	6.00
79.98	-3.94	5.00	-0.33	3.91	-4.04	3.61	-0.34	3.33	-0.25	0.09	0.16	-0.25	0.09	0.16	-32	32	58	6.00
79.99	-3.83	5.80	-0.34	3.78	-3.94	4.71	-0.34	3.56	-0.22	0.07	0.15	-0.22	0.07	0.15	-36	27	57	6.00
79.99	-3.71	5.92	-0.36	3.36	-3.82	5.31	-0.35	3.46	-0.20	0.06	0.14	-0.20	0.06	0.14	-19	27	55	6.00
80.00	-3.60	5.74	-0.38	2.50	-3.71	5.53	-0.36	2.98	-0.18	0.06	0.12	-0.18	0.06	0.12	-33	26	56	6.00
80.01	-3.50	5.43	-0.43	1.46	-3.60	5.48	-0.40	2.22	-0.17	0.07	0.10	-0.17	0.07	0.10	-24	23	56	6.00
80.01	-3.39	5.25	-0.48	0.31	-3.50	5.36	-0.44	1.26	-0.17	0.09	0.08	-0.17	0.09	0.08	-24	29	49	6.00
80.02	-3.29	5.31	-0.53	-0.67	-3.39	5.34	-0.48	0.30	-0.16	0.11	0.05	-0.16	0.11	0.05	-28	29	40	6.00
80.03	-3.17	5.74	-0.58	-1.40	-3.28	5.54	-0.53	-0.55	-0.15	0.12	0.03	-0.15	0.12	0.03	-18	30	39	6.00
