4.20	-0.15	0.00	-0.01	0.00	-1	-0.63	2	1.40	0	-0.77	6.00
44.20	-0.08	0.00	-0.03	0.00	0	-0.08	0	0.71	0	-0.62	6.00
44.21	-0.00	0.00	-0.06	0.00	0	0.47	1	0.02	-1	-0.49	6.00
44.22	0.05	0.00	-0.12	0.00	0	1.18	0	-0.49	-1	-0.70	6.00
44.22	0.10	0.00	-0.18	0.00	1	1.91	0	-0.93	0	-0.98	6.00
44.23	0.07	0.00	-0.11	0.00	1	1.19	0	-0.67	0	-0.51	6.00
44.24	0.14	0.00	-0.06	0.00	0	1.06	0	-1.24	0	0.17	6.00
44.24	0.06	0.00	-0.06	0.00	1	0.72	0	-0.50	0	-0.22	6.00
44.25	-0.02	0.00	-0.08	0.00	0	0.51	0	0.21	0	-0.72	6.00
44.26	-0.07	0.00	-0.01	0.00	1	-0.22	0	0.61	0	-0.39	6.00
44.27	-0.08	0.00	0.07	0.00	0	-0.92	0	0.76	-1	0.16	6.00
44.27	-0.01	0.00	0.03	0.00	0	-0.28	0	0.14	0	0.14	6.00
44.28	0.03	0.00	0.09	0.00	0	-0.58	0	-0.29	0	0.87	6.00
44.29	-0.05	0.00	0.10	0.00	0	-0.99	0	0.44	0	0.55	6.00
44.29	-0.12	0.00	0.07	0.00	0	-1.15	0	1.14	1	0.01	6.00
44.30	-0.08	0.00	0.00	0.00	0	-0.41	0	0.77	0	-0.36	6.00
44.31	-0.04	0.00	-0.06	0.00	0	0.32	0	0.38	0	-0.70	6.00
44.31	-0.10	0.00	-0.01	0.00	0	-0.39	0	0.91	0	-0.52	6.00
44.32	-0.12	0.00	-0.09	0.00	0	0.11	0	1.12	-1	-1.24	6.00
44.33	-0.06	0.00	-0.13	0.00	0	0.76	0	0.51	-1	-1.27	6.00
44.34	0.02	0.00	-0.10	0.00	0	0.88	0	-0.18	-1	-0.70	6.00
44.34	0.10	0.00	-0.09	0.00	2	1.13	0	-0.90	-1	-0.23	6.00
44.35	0.02	0.00	-0.09	0.00	0	0.82	0	-0.17	-1	-0.65	6.00
44.36	0.07	0.00	-0.03	0.00	1	0.59	0	-0.66	0	0.07	6.00
44.36	0.05	0.00	0.04	0.00	0	-0.11	0	-0.48	0	0.60	6.00
44.37	0.02	0.00	0.12	0.00	0	-0.83	0	-0.22	0	1.06	6.00
44.38	-0.04	0.00	0.07	0.00	-1	-0.75	0	0.36	1	0.38	6.00
44.38	-0.07	0.00	-0.00	0.00	0	-0.30	0	0.65	0	-0.34	6.00
44.39	-0.09	0.00	-0.08	0.00	-1	0.21	0	0.85	0	-1.05	6.00
44.40	-0.03	0.00	-0.03	0.00	0	0.09	1	0.28	0	-0.37	6.00
44.41	-0.09	0.00	-0.08	0.00	0	0.20	0	0.85	-1	-1.05	6.00
44.41	-0.07	0.00	-0.00	0.00	0	-0.28	0	0.61	0	-0.33	6.00
44.42	0.01	0.00	-0.03	0.00	0	0.26	0	-0.09	-1	-0.17	6.00
44.43	0.09	0.00	-0.02	0.00	0	0.58	0	-0.82	0	0.24	6.00
44.43	0.01	0.00	-0.03	0.00	1	0.30	0	-0.09	0	-0.20	6.00
44.44	0.05	0.00	-0.10	0.00	0	1.03	0	-0.43	0	-0.60	6.00
44.45	0.12	0.00	-0.07	0.00	0	1.11	0	-1.10	0	-0.01	6.00
44.46	0.10	0.00	0.01	0.00	0	0.39	-1	-0.88	0	0.49	6.00
44.46	0.02	0.00	0.03	0.00	0	-0.18	0	-0.20	0	0.38	6.00
44.47	-0.06	0.00	0.05	0.00	0	-0.65	0	0.52	0	0.12	6.00
44.48	0.02	0.00	0.03	0.00	0	-0.17	0	-0.19	0	0.36	6.00
44.48	0.09	0.00	0.07	0.00	0	-0.15	0	-0.84	0	0.99	6.00
44.49	0.01	0.00	0.07	0.00	0	-0.54	0	-0.11	0	0.64	6.00
44.50	-0.07	0.00	0.08	0.00	0	-0.98	0	0.62	0	0.36	6.00
44.50	-0.10	0.00	0.01	0.00	0	-0.56	0	0.93	0	-0.37	6.00
44.51	-0.02	0.00	0.02	0.00	-1	-0.29	1	0.21	0	0.08	6.00
44.52	0.04	0.00	0.08	0.00	0	-0.46	0	-0.32	0	0.79	6.00
44.53	-0.03	0.00	0.03	0.00	0	-0.34	0	0.24	0	0.10	6.00
44.53	0.01	0.00	-0.04	0.00	0	0.39	0	-0.12	1	-0.27	6.00
44.54	0.07	0.00	0.01	0.00	0	0.25	0	-0.67	0	0.42	6.00
44.55	-0.01	0.00	0.03	0.00	0	-0.24	0	0.05	0	0.19	6.00
44.55	-0.06	0.00	-0.03	0.00	0	-0.06	0	0.57	0	-0.51	6.00
44.56	-0.09	0.00	0.05	0.00	0	-0.78	0	0.85	0	-0.06	6.00
44.57	-0.01	0.00	0.05	0.00	-1	-0.46	1	0.12	0	0.35	6.00
44.57	0.05	0.00	0.11	0.00	0	-0.62	0	-0.43	0	1.05	6.00
44.58	-0.03	0.00	0.08	0.00	0	-0.81	0	0.28	0	0.53	6.00
44.59	-0.11	0.00	0.10	0.00	0	-1.32	0	0.99	1	0.33	6.00
44.60	-0.03	0.00	0.10	0.00	0	-0.89	0	0.26	0	0.63	6.00
44.60	0.05	0.00	0.10	0.00	0	-0.54	0	-0.47	0	1.00	6.00
44.61	-0.01	0.00	0.05	0.00	0	-0.47	0	0.13	1	0.34	6.00
44.62	-0.08	0.00	0.01	0.00	0	-0.43	0	0.75	1	-0.31	6.00
44.62	-0.00	0.00	0.02	0.00	0	-0.16	1	0.02	0	0.14	6.00
44.63	0.07	0.00	-0.02	0.00	0	0.48	0	-0.61	0	0.14	6.00
44.64	-0.01	0.00	-0.04	0.00	0	0.26	0	0.10	0	-0.36	6.00
44.64	-0.03	0.00	0.04	0.00	0	-0.45	0	0.31	0	0.14	6.00
44.65	0.03	0.00	0.08	0.00	0	-0.53	0	-0.28	0	0.81	6.00
44.66	0.11	0.00	0.09	0.00	-2	-0.25	0	-1.00	0	1.25	6.00
44.67	0.03	0.00	0.09	0.00	0	-0.58	-1	-0.27	1	0.85	6.00
44.67	-0.05	0.00	0.07	0.00	-1	-0.78	0	0.44	1	0.34	6.00
44.68	0.02	0.00	0.02	0.00	0	-0.11	0	-0.16	0	0.27	6.00
44.69	-0.04	0.00	-0.03	0.00	0	0.09	0	0.35	0	-0.44	6.00
44.69	-0.12	0.00	-0.05	0.00	0	-0.11	0	1.06	0	-0.95	6.00
44.70	-0.19	0.00	-0.03	0.00	0	-0.67	0	1.75	0	-1.08	6.00
44.71	-0.11	0.00	-0.01	0.00	-1	-0.44	3	1.03	-1	-0.60	6.00
44.71	-0.03	0.00	-0.01	0.00	0	-0.05	0	0.30	-1	-0.26	6.00
44.72	-0.10	0.00	0.03	0.00	0	-0.71	0	0.91	-1	-0.20	6.00
44.73	-0.07	0.00	-0.04	0.00	-1	0.01	0	0.66	0	-0.67	6.00
44.74	0.01	0.00	-0.03	0.00	0	0.31	0	-0.07	0	-0.24	6.00
44.74	0.05	0.00	0.03	0.00	0	-0.02	0	-0.47	-1	0.49	6.00
44.75	-0.01	0.00	-0.02	0.00	0	0.07	0	0.11	0	-0.18	6.00
44.76	-0.09	0.00	0.00	0.00	0	-0.42	0	0.83	0	-0.40	6.00
44.76	-0.06	0.00	0.07	0.00	0	-0.84	1	0.52	0	0.33	6.00
44.77	0.01	0.00	0.12	0.00	-3	-0.89	0	-0.09	0	0.98	6.00
44.78	-0.05	0.00	0.07	0.00	0	-0.82	0	0.50	0	0.32	6.00
44.78	-0.10	0.00	0.00	0.00	0	-0.46	1	0.87	1	-0.42	6.00
44.79	-0.15	0.00	0.06	0.00	0	-1.17	2	1.38	0	-0.21	6.00
44.80	-0.11	0.00	0.13	0.00	-1	-1.53	1	1.00	0	0.53	6.00
44.81	-0.08	0.00	0.06	0.00	-1	-0.80	0	0.70	0	0.10	6.00
44.81	-0.04	0.00	-0.02	0.00	-1	-0.07	0	0.38	0	-0.32	6.00
44.82	0.03	0.00	-0.06	0.00	0	0.58	0	-0.24	0	-0.34	6.00
44.83	0.01	0.00	0.02	0.00	2	-0.13	0	-0.05	0	0.18	6.00
44.83	-0.06	0.00	0.07	0.00	0	-0.80	0	0.53	0	0.27	6.00
44.84	-0.03	0.00	-0.01	0.00	-1	-0.08	1	0.26	0	-0.18	6.00
44.85	0.05	0.00	-0.04	0.00	0	0.49	0	-0.42	0	-0.07	6.00
44.85	0.02	0.00	0.04	0.00	0	-0.24	0	-0.14	0	0.37	6.00
44.86	-0.06	0.00	0.01	0.00	0	-0.39	0	0.56	0	-0.17	6.00
44.87	-0.09	0.00	-0.06	0.00	0	0.06	0	0.83	0	-0.89	6.00
44.88	-0.02	0.00	-0.02	0.00	0	0.02	1	0.22	0	-0.24	6.00
44.88	-0.05	0.00	0.06	0.00	0	-0.71	0	0.49	-1	0.22	6.00
44.89	-0.07	0.00	-0.02	0.00	-1	-0.19	0	0.67	0	-0.49	6.00
44.90	-0.02	0.00	-0.08	0.00	2	0.54	2	0.22	0	-0.76	6.00
44.90	-0.03	0.00	-0.00	0.00	1	-0.10	0	0.24	0	-0.14	6.00
44.91	-0.01	0.00	0.08	0.00	0	-0.67	0	0.13	-1	0.55	6.00
44.92	-0.01	0.00	-0.00	0.00	-1	-0.03	0	0.11	0	-0.08	6.00
44.92	-0.08	0.00	-0.05	0.00	0	0.06	0	0.69	1	-0.75	6.00
44.93	-0.02	0.00	0.01	0.00	0	-0.14	1	0.18	0	-0.04	6.00
44.94	-0.02	0.00	-0.07	0.00	0	0.52	0	0.14	-1	-0.65	6.00
44.94	-0.03	0.00	-0.15	0.00	1	1.09	0	0.25	0	-1.34	6.00
44.95	-0.06	0.00	-0.08	0.00	1	0.36	0	0.57	0	-0.92	6.00
44.96	-0.04	0.00	-0.00	0.00	0	-0.13	0	0.34	0	-0.20	6.00
44.97	-0.03	0.00	-0.08	0.00	0	0.52	0	0.31	0	-0.82	6.00
44.97	-0.06	0.00	-0.16	0.00	2	1.01	0	0.53	0	-1.54	6.00
44.98	-0.05	0.00	-0.08	0.00	1	0.42	0	0.45	0	-0.87	6.00
44.99	0.02	0.00	-0.04	0.00	0	0.40	0	-0.17	-2	-0.23	6.00
44.99	0.05	0.00	-0.11	0.00	0	1.13	0	-0.47	0	-0.66	6.00
45.00	-0.01	0.00	-0.06	0.00	1	0.42	0	0.05	0	-0.47	6.00
45.01	-0.00	0.00	0.02	0.00	0	-0.19	0	0.00	0	0.19	6.00
45.01	0.06	0.00	0.08	0.00	0	-0.32	0	-0.56	0	0.88	6.00
45.02	0.04	0.00	-0.00	0.00	0	0.21	0	-0.39	0	0.18	6.00
45.03	-0.03	0.00	0.03	0.00	0	-0.40	0	0.27	0	0.13	6.00
45.04	-0.07	0.00	-0.03	0.00	0	-0.08	0	0.68	0	-0.60	6.00
45.04	-0.01	0.00	-0.08	0.00	0	0.59	0	0.09	0	-0.68	6.00
45.05	0.07	0.00	-0.06	0.00	0	0.79	0	-0.62	0	-0.17	6.00
45.06	-0.01	0.00	-0.08	0.00	0	0.61	0	0.09	-1	-0.69	6.00
45.06	-0.08	0.00	-0.11	0.00	0	0.53	0	0.76	0	-1.28	6.00
45.07	-0.16	0.00	-0.08	0.00	1	-0.07	0	1.42	-1	-1.36	6.00
45.08	-0.10	0.00	-0.02	0.00	0	-0.30	1	0.94	-1	-0.64	6.00
45.08	-0.18	0.00	-0.03	0.00	0	-0.61	0	1.67	-1	-1.06	6.00
45.09	-0.26	0.00	-0.05	0.00	0	-0.80	2	2.38	-1	-1.58	6.00
45.10	-0.18	0.00	-0.03	0.00	-1	-0.59	3	1.67	-1	-1.07	6.00
