150.02	-3.59	0.00	-0.15	0.00	-3.63	0.00	-0.25	0.00	-0.29	0.16	0.13	-0.29	0.16	0.13	0	0	0	44.00
150.07	-3.31	0.00	-0.56	0.00	-3.59	0.00	-0.29	0.00	-0.29	0.17	0.13	-0.29	0.17	0.13	0	0	0	44.00
150.11	-3.69	0.00	-0.24	0.00	-3.60	0.00	-0.28	0.00	-0.29	0.17	0.13	-0.29	0.17	0.13	0	0	0	44.00
150.15	-4.12	0.00	0.03	0.00	-3.67	0.00	-0.24	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.20	-3.64	0.00	-0.11	0.00	-3.66	0.00	-0.23	0.00	-0.30	0.16	0.13	-0.30	0.16	0.13	0	0	0	44.00
150.24	-3.57	0.00	-0.61	0.00	-3.65	0.00	-0.27	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.29	-3.65	0.00	-0.11	0.00	-3.65	0.00	-0.25	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.33	-3.95	0.00	-0.51	0.00	-3.69	0.00	-0.29	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.37	-3.59	0.00	-0.16	0.00	-3.68	0.00	-0.27	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.42	-3.89	0.00	-0.57	0.00	-3.70	0.00	-0.31	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.46	-3.54	0.00	-0.20	0.00	-3.68	0.00	-0.29	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.51	-3.92	0.00	-0.53	0.00	-3.71	0.00	-0.32	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.55	-3.59	0.00	-0.16	0.00	-3.70	0.00	-0.30	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.59	-4.00	0.00	-0.44	0.00	-3.74	0.00	-0.32	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.64	-3.55	0.00	-0.65	0.00	-3.71	0.00	-0.36	0.00	-0.30	0.18	0.12	-0.30	0.18	0.12	0	0	0	44.00
150.68	-3.48	0.00	-0.15	0.00	-3.68	0.00	-0.34	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.73	-3.92	0.00	0.09	0.00	-3.71	0.00	-0.28	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.77	-3.52	0.00	-0.22	0.00	-3.69	0.00	-0.27	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.81	-4.02	0.00	-0.20	0.00	-3.73	0.00	-0.27	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.86	-3.57	0.00	-0.42	0.00	-3.71	0.00	-0.28	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.90	-3.67	0.00	0.08	0.00	-3.70	0.00	-0.24	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.95	-3.64	0.00	-0.43	0.00	-3.70	0.00	-0.26	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
150.99	-3.37	0.00	0.00	0.00	-3.65	0.00	-0.23	0.00	-0.30	0.16	0.13	-0.30	0.16	0.13	0	0	0	44.00
151.03	-3.48	0.00	-0.49	0.00	-3.63	0.00	-0.26	0.00	-0.29	0.17	0.13	-0.29	0.17	0.13	0	0	0	44.00
151.08	-3.93	0.00	-0.26	0.00	-3.67	0.00	-0.26	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.12	-3.48	0.00	-0.48	0.00	-3.65	0.00	-0.29	0.00	-0.29	0.17	0.13	-0.29	0.17	0.13	0	0	0	44.00
151.16	-3.80	0.00	-0.10	0.00	-3.67	0.00	-0.27	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.21	-3.36	0.00	-0.34	0.00	-3.63	0.00	-0.28	0.00	-0.29	0.17	0.13	-0.29	0.17	0.13	0	0	0	44.00
151.25	-3.85	0.00	-0.45	0.00	-3.65	0.00	-0.30	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.30	-3.53	0.00	-0.07	0.00	-3.64	0.00	-0.27	0.00	-0.29	0.17	0.13	-0.29	0.17	0.13	0	0	0	44.00
151.34	-4.02	0.00	-0.18	0.00	-3.69	0.00	-0.26	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.38	-3.52	0.00	-0.27	0.00	-3.67	0.00	-0.26	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.43	-4.02	0.00	-0.18	0.00	-3.71	0.00	-0.25	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.47	-3.73	0.00	-0.60	0.00	-3.71	0.00	-0.29	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.52	-3.76	0.00	-0.09	0.00	-3.72	0.00	-0.27	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.56	-3.31	0.00	-0.31	0.00	-3.67	0.00	-0.27	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.60	-3.81	0.00	-0.24	0.00	-3.68	0.00	-0.27	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.65	-3.99	0.00	0.23	0.00	-3.72	0.00	-0.21	0.00	-0.30	0.17	0.14	-0.30	0.17	0.14	0	0	0	44.00
151.69	-3.82	0.00	-0.25	0.00	-3.73	0.00	-0.21	0.00	-0.30	0.17	0.14	-0.30	0.17	0.14	0	0	0	44.00
151.74	-3.34	0.00	-0.08	0.00	-3.69	0.00	-0.20	0.00	-0.30	0.16	0.14	-0.30	0.16	0.14	0	0	0	44.00
151.78	-3.59	0.00	-0.52	0.00	-3.67	0.00	-0.24	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.82	-3.61	0.00	-0.02	0.00	-3.67	0.00	-0.21	0.00	-0.30	0.16	0.13	-0.30	0.16	0.13	0	0	0	44.00
151.87	-3.83	0.00	-0.47	0.00	-3.69	0.00	-0.24	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
151.91	-3.51	0.00	-0.09	0.00	-3.66	0.00	-0.22	0.00	-0.30	0.16	0.13	-0.30	0.16	0.13	0	0	0	44.00
151.96	-3.88	0.00	-0.43	0.00	-3.69	0.00	-0.25	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
152.00	-3.43	0.00	-0.20	0.00	-3.66	0.00	-0.24	0.00	-0.30	0.16	0.13	-0.30	0.16	0.13	0	0	0	44.00
152.04	-3.83	0.00	-0.50	0.00	-3.68	0.00	-0.27	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
152.09	-3.48	0.00	-0.14	0.00	-3.66	0.00	-0.26	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
152.13	-3.94	0.00	-0.34	0.00	-3.69	0.00	-0.27	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
152.18	-3.44	0.00	-0.31	0.00	-3.66	0.00	-0.27	0.00	-0.30	0.17	0.13	-0.30	0.17	0.13	0	0	0	44.00
152.22	-3.78	0.00	0.06	0.00	-3.68	0.00	-0.23	0.00	-0.30	0.16	0.13	-0.30	0.16	0.13	0	0	0	44.00
