17.56	-0.42	0.00	0.24	0.00	0	0.30	3	
17.58	-0.19	0.00	0.27	0.00	1	0.23	3	
17.60	-0.01	0.00	0.12	0.00	1	0.08	1	
17.62	0.09	0.00	-0.08	0.00	0	-0.08	-1	
17.64	0.16	0.00	-0.30	0.00	-1	-0.24	-3	
17.66	-0.06	0.00	-0.36	0.00	-4	-0.20	-2	
17.68	-0.07	0.00	-0.13	0.00	-1	-0.06	-1	
17.70	-0.16	0.00	0.08	0.24	-1	0.15	2	
17.72	-0.08	0.00	0.30	0.00	2	0.21	2	
17.74	-0.02	0.00	0.08	0.00	2	0.05	1	
17.76	-0.11	0.00	-0.13	0.00	0	-0.04	0	
17.78	0.12	0.00	-0.12	0.00	0	-0.12	-1	
17.80	0.04	0.00	0.10	0.00	0	0.04	0	
17.82	-0.06	0.00	0.30	0.00	0	0.21	2	
17.84	-0.16	0.00	0.10	0.00	3	0.12	1	
17.86	-0.09	0.00	-0.12	-0.24	1	-0.09	-1	
17.88	0.02	0.00	-0.32	0.00	-1	-0.21	-2	
17.90	0.08	0.00	-0.10	0.00	-1	-0.09	-1	
17.92	-0.03	0.00	0.11	0.37	-1	0.14	2	
17.94	-0.25	0.00	0.06	0.00	2	0.12	1	
17.96	-0.20	0.00	-0.17	0.00	1	-0.03	0	
17.98	-0.18	0.00	-0.40	0.00	0	-0.18	-2	
18.00	-0.13	0.00	-0.17	0.24	-2	-0.01	0	
18.02	-0.07	0.00	0.06	0.61	0	0.17	2	
18.04	-0.09	0.00	0.30	0.55	5	0.32	4	
18.06	-0.13	0.00	0.53	0.24	4	0.42	5	
18.08	-0.07	0.00	0.31	0.00	7	0.21	2	
18.10	-0.14	0.00	0.10	0.31	2	0.17	2	
18.12	0.05	0.00	-0.00	0.67	1	0.10	1	
18.14	-0.04	0.00	0.22	0.98	1	0.33	4	
18.16	-0.25	0.00	0.33	0.79	4	0.44	5	
18.18	-0.33	0.00	0.12	0.67	6	0.31	3	
18.20	-0.48	0.00	-0.04	0.61	3	0.26	3	
18.22	-0.66	0.00	-0.17	0.67	2	0.25	3	
18.24	-0.70	0.00	-0.39	0.73	1	0.14	2	
18.26	-0.87	-0.24	-0.21	0.73	1	0.33	4	
18.28	-0.67	-0.43	-0.12	0.79	3	0.35	4	
18.30	-0.47	-0.98	-0.02	1.16	8	0.47	5	
18.32	-0.68	-1.34	0.15	1.53	7	0.75	8	
18.34	-0.76	-1.22	0.39	1.22	10	0.86	10	
18.36	-0.56	-0.61	0.33	0.49	6	0.55	6	
18.38	-0.37	-0.67	0.23	0.00	10	0.34	4	
18.40	-0.58	-0.92	0.36	0.37	2	0.59	7	
18.42	-0.37	0.00	0.30	0.43	6	0.39	4	
18.44	-0.17	0.55	0.16	0.00	5	0.10	1	
18.46	0.05	0.85	0.05	-0.31	1	-0.13	-1	
18.48	-0.16	0.00	0.15	0.00	-1	0.15	2	
18.50	-0.39	-0.24	0.19	0.49	1	0.37	4	
18.52	-0.21	0.00	0.05	0.31	3	0.16	2	
18.54	0.02	0.43	0.05	0.37	1	0.04	0	
18.56	0.12	0.24	0.26	0.00	0	0.09	1	
18.58	-0.05	0.00	0.42	0.00	0	0.27	3	
18.60	-0.27	0.00	0.45	0.00	2	0.38	4	
18.62	-0.43	0.00	0.29	0.31	5	0.39	4	
18.64	-0.31	0.24	0.11	0.61	3	0.26	3	
18.66	-0.20	0.37	-0.08	0.92	1	0.15	2	
18.68	-0.04	0.37	0.11	1.10	0	0.24	3	
18.70	-0.20	0.31	0.29	0.98	2	0.39	4	
18.72	-0.39	0.00	0.17	0.73	6	0.38	4	
18.74	-0.44	0.24	-0.04	0.43	3	0.18	2	
18.76	-0.22	0.24	-0.11	0.24	0	0.03	0	
18.78	0.01	0.00	-0.08	0.00	0	-0.05	-1	
18.80	0.23	0.00	-0.02	0.00	0	-0.09	-1	
18.82	0.07	0.00	0.15	0.00	0	0.07	1	
18.84	-0.03	0.00	0.36	0.00	0	0.23	3	
18.86	-0.19	0.00	0.52	0.00	1	0.39	4	
18.88	-0.18	0.00	0.29	0.00	1	0.24	3	
18.90	0.00	0.00	0.15	0.00	2	0.09	1	
18.92	0.11	0.00	0.35	0.00	2	0.18	2	
18.94	0.01	0.00	0.15	0.00	1	0.09	1	
18.96	-0.22	0.00	0.14	0.00	2	0.16	2	
18.98	-0.37	0.00	0.31	0.00	1	0.32	4	
19.00	-0.15	0.00	0.39	0.00	-1	0.29	3	
19.02	-0.14	0.00	0.16	0.00	0	0.15	2	
19.04	-0.26	0.00	0.35	0.00	1	0.31	3	
19.06	-0.39	0.00	0.54	0.00	3	0.47	5	
19.08	-0.17	0.00	0.52	0.00	9	0.38	4	
19.10	-0.19	0.00	0.30	0.00	4	0.25	3	
19.12	-0.29	0.00	0.09	-0.24	1	0.11	1	
19.14	-0.07	0.00	0.13	-0.24	0	0.06	1	
19.16	0.06	0.00	0.31	0.00	0	0.17	2	
19.18	-0.01	0.00	0.53	0.00	1	0.33	4	
19.20	-0.16	0.00	0.70	0.00	3	0.49	5	
19.22	-0.39	0.00	0.66	0.00	2	0.54	6	
19.24	-0.22	0.00	0.50	0.00	3	0.39	4	
19.26	-0.16	0.00	0.28	0.00	4	0.23	3	
